serial_no,candidate_or_party,election_name,declaration_id,transaction_date,category,donor_or_recipient,id_number,income_amount,expenditure_amount,donation_method,deposit_date,returned_or_paid_to_treasury,purpose,money_type,address,phone_number,disclosed_recipient,recipient_staff_name,recipient_staff_title,party_staff_name,party_staff_title,relationship,correction_note,correction_date
14941,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,旺來昌實業股份有限公司博愛店,25956023,0.00,74.00,,,,餐飲費用,金錢,,,否,,,,,,,
14942,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,百興隆實業有限公司,27437809,0.00,795.00,,,,其他費用,金錢,,,否,,,,,,,
14943,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,寶舜生活館有限公司,28282923,0.00,178.00,,,,其他費用,金錢,,,否,,,,,,,
14944,賴清德,113年總統、副總統選舉,首次申報,1121231,宣傳支出,林口瑞意廣告工作室,29330846,0.00,88000.00,,,,製作競選物品費用,金錢,新北市林口區****,0226*****,否,,,,,,,
14945,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,金巴黎義大利麵館,38495967,0.00,230.00,,,,餐費,金錢,,,否,,,,,,,
14946,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,珍饌精緻便當,41395317,0.00,900.00,,,,餐飲費用,金錢,,,否,,,,,,,
14947,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油股份有限公司油品行銷事業部東區營業處羅東加油站,41559107,0.00,1497.00,,,,油資,金錢,,,否,,,,,,,
14948,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,柯達大飯店股份有限公司長安分公司,45096677,0.00,12555.00,,,,住宿費,金錢,,,否,,,,,,,
14949,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣普客二四股份有限公司UNIQLO彰化中央店停車場,47222828,0.00,100.00,,,,停車費,金錢,,,否,,,,,,,
14950,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油股份有公司油品行銷事業部台中營業處卓蘭加油站,49658050,0.00,400.00,,,,油資,金錢,,,否,,,,,,,
14951,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,屏寶生活館有限公司,56918117,0.00,120.00,,,,其他費用,金錢,,,否,,,,,,,
14952,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油（股）公司油品行銷事業部台中營業處二林加油站,60547004,0.00,1700.00,,,,油資,金錢,,,否,,,,,,,
14953,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油（股）公司油品行銷事業部台中營業處二林加油站,60547004,0.00,120.00,,,,油資,金錢,,,否,,,,,,,
14954,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處南投三和加油站,61915266,0.00,650.00,,,,油資,金錢,,,否,,,,,,,
14955,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,品臻港式燒臘快餐店,67758828,0.00,2190.00,,,,餐飲費用,金錢,彰化縣彰化市****,,否,,,,,,,
14956,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,南台遊覽汽車股份有限公司,68544304,0.00,11000.00,,,,車資,金錢,,,否,,,,,,,
14957,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,全國加油站股份有限公司全國昌平站,74898445,0.00,961.00,,,,油資,金錢,,,否,,,,,,,
14958,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,幸福時光廚房,75904839,0.00,1516.00,,,,餐費,金錢,臺北市中正區****,,否,,,,,,,
14959,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,振宇五金股份有限公司羅東站東分公司,85081025,0.00,398.00,,,,油錢,金錢,,,否,,,,,,,
14960,賴清德,113年總統、副總統選舉,首次申報,1121231,宣傳支出,宏明目鏡店,88135165,0.00,1500000.00,,,,製作宣傳廣告費用,金錢,台北市內湖區****,0926*****,否,,,,,,,
14961,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,拎刀躁咖便當,88295303,0.00,2615.00,,,,餐費,金錢,,,否,,,,,,,
14962,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,中華電信股份有限公司苗栗營運處,88813354,0.00,908.00,,,,網路費,金錢,,,否,,,,,,,
14963,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,富登商行,89057595,0.00,110.00,,,,早餐,金錢,,,否,,,,,,,
14964,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,寶品生活館有限公司,90861900,0.00,265.00,,,,其他費用,金錢,,,否,,,,,,,
14965,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,耘鄉食品企業有限公司鼓山分公司,90969682,0.00,2025.00,,,,餐飲費用,金錢,,,否,,,,,,,
14966,賴清德,113年總統、副總統選舉,首次申報,1121231,交通旅運支出,台灣中油股份有限公司公司油品行銷事業部高雄營業處忠孝加油站,90974849,0.00,700.00,,,,油資,金錢,,,否,,,,,,,
14967,賴清德,113年總統、副總統選舉,首次申報,1121231,宣傳支出,平凡之果電影工作室,91181825,0.00,892500.00,,,,影片製作費,金錢,新北市新店區****,02-2*****,否,,,,,,,
14968,賴清德,113年總統、副總統選舉,首次申報,1121231,雜支支出,富寧小吃店,93398568,0.00,2260.00,,,,餐飲費用,金錢,,,否,,,,,,,
14969,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,黃欣玲,A22*******,0.00,10000.00,,,,工作津貼,金錢,高雄市三民區****,,否,,,,,,,
14970,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,李佩倫,D22*******,0.00,10000.00,,,,工作津貼,金錢,高雄市前鎮區****,,否,,,,,,,
14971,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,李佩倫,D22*******,0.00,37029.00,,,,加班費,金錢,高雄市前鎮區****,0912*****,否,,,,,,,
14972,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,宋俊榮,E10*******,0.00,15000.00,,,,薪資,金錢,高雄市左營區****,,否,,,,,,,
14973,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,羅國應,E12*******,0.00,10000.00,,,,工作津貼,金錢,高雄市苓雅區****,,否,,,,,,,
14974,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,黃培睿,E12*******,0.00,16872.00,,,,加班費,金錢,高雄市前鎮區****,,否,,,,,,,
14975,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,黃建榮,E12*******,0.00,35000.00,,,,薪資,金錢,高雄市三民區****,0966*****,否,,,,,,,
14976,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,郭其峰,E12*******,0.00,10000.00,,,,工作津貼,金錢,高雄市左營區****,,否,,,,,,,
14977,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,魏佳繐,E20*******,0.00,33000.00,,,,薪資,金錢,高雄市小港區****,0913*****,否,,,,,,,
14978,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,余民宗,H12*******,0.00,35000.00,,,,月份薪資,金錢,桃園市平鎮區****,0935*****,否,,,,,,,
14979,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,范姜秀雲,H22*******,0.00,35000.00,,,,月份薪資,金錢,桃園市中壢區****,0926*****,否,,,,,,,
14980,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,魏淑芬,H22*******,0.00,35000.00,,,,月份薪資,金錢,桃園市中壢區****,0935*****,否,,,,,,,
14981,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,劉嬌蓮,H22*******,0.00,35000.00,,,,月份薪資,金錢,桃園市中壢區****,0970*****,否,,,,,,,
14982,賴清德,113年總統、副總統選舉,首次申報,1121231,租用宣傳車輛支出,張永興,M12*******,0.00,40000.00,,,,雇用宣傳車輛駕駛費用,金錢,南投市八卦路****,0937*****,否,,,,,,,
14983,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,劉佳岫,M22*******,0.00,19200.00,,,,文宣發放費用,金錢,南投縣魚池鄉****,,否,,,,,,,
14984,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,楊美玲,M22*******,0.00,18000.00,,,,文宣發放費用,金錢,南投縣魚池鄉****,,否,,,,,,,
14985,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,劉佳岫,M22*******,0.00,11000.00,,,,文宣發放費用,金錢,南投縣魚池鄉****,,否,,,,,,,
14986,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,詹玉美,M22*******,0.00,10000.00,,,,文宣發放費用,金錢,南投縣魚池鄉****,,否,,,,,,,
14987,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,廖淑芳,M22*******,0.00,5000.00,,,,月份交通費,金錢,南投市中正路****,,否,,,,,,,
14988,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,謝秀屏,M22*******,0.00,5000.00,,,,月份交通費,金錢,南投縣國姓鄉****,,否,,,,,,,
14989,賴清德,113年總統、副總統選舉,首次申報,1121231,租用競選辦事處支出,施水木,N10*******,0.00,500000.00,,,,租用競選辦事處費用,金錢,臺中市西屯區****,0987*****,否,,,,,,,
14990,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,賴秀環,R22*******,0.00,5000.00,,,,工作津貼,金錢,高雄市苓雅區****,,否,,,,,,,
14991,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,賴秀環,R22*******,0.00,36197.00,,,,加班費,金錢,高雄市苓雅區****,0987*****,否,,,,,,,
14992,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,陳艿源,S12*******,0.00,34952.00,,,,加班費,金錢,高雄市鳳山區****,0905*****,否,,,,,,,
14993,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,潘柔珊,S22*******,0.00,10000.00,,,,工作津貼,金錢,高雄市橋頭區****,,否,,,,,,,
14994,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,張瑜庭,S22*******,0.00,60000.00,,,,月份薪資,金錢,桃園市桃園區****,0929*****,否,,,,,,,
14995,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,潘連香,T22*******,0.00,20000.00,,,,工資,金錢,高雄市前鎮區****,,否,,,,,,,
14996,賴清德,113年總統、副總統選舉,首次申報,1121231,人事費用支出,莊冠群,X12*******,0.00,10000.00,,,,工作津貼,金錢,高雄市楠梓區****,,否,,,,,,,
14997,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,計程車,,0.00,5000.00,,,,車費,金錢,,02-2*****,否,,,,,,,
14998,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,山隆通運股份有限公司復興加油站,14890975,0.00,900.00,,,,油資,金錢,,,否,,,,,,,
14999,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,台灣高鐵,16446274,0.00,1220.00,,,,旅費,金錢,臺北市南港區****,,否,,,,,,,
15000,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,皇家排骨店,19624364,0.00,2030.00,,,,餐飲費用,金錢,彰化縣彰化市****,,否,,,,,,,
15001,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,北基國際股份有限公司,23218091,0.00,2018.00,,,,油資,金錢,,,否,,,,,,,
15002,賴清德,113年總統、副總統選舉,首次申報,1130101,宣傳支出,乙喜廣告行銷有限公司,24201203,0.00,2310.00,,,,宣傳車服務費,金錢,臺中市南區和****,,否,,,,,,,
15003,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,福懋興業股份有限公司福懋中山加油站,25281800,0.00,100.00,,,,油資,金錢,,,否,,,,,,,
15004,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,鴨肉金,26094777,0.00,5520.00,,,,餐飲費用,金錢,,,否,,,,,,,
15005,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,文澳加油站股份有限公司文東分公司,28938513,0.00,970.00,,,,油錢,金錢,,,否,,,,,,,
15006,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,上好佳美食,36702434,0.00,720.00,,,,餐飲費用,金錢,,,否,,,,,,,
15007,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,台灣中油股份有限公司油品行銷事業部東區營業處中正南路加油站,41559113,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
15008,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,台灣善商股份有限公司葫洲門市,42380621,0.00,1294.00,,,,餐費,金錢,,,否,,,,,,,
15009,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,金順發商行,47378912,0.00,90.00,,,,其他費用,金錢,,,否,,,,,,,
15010,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,和德昌股份有限公司-彰化中山二分公司,53663415,0.00,1415.00,,,,餐飲費用,金錢,,,否,,,,,,,
15011,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,和德昌股份有限公司-彰化中山二分公司,53663415,0.00,167.00,,,,餐飲費用,金錢,,,否,,,,,,,
15012,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,龍如意文化有限公司,54236003,0.00,192.00,,,,文具用品費用,金錢,,,否,,,,,,,
15013,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,士達實業有限公司,54626277,0.00,98000.00,,,,租借冷氣,金錢,高雄市三民區****,0738*****,否,,,,,,,
15014,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,士達實業有限公司,54626277,0.00,98000.00,,,,租借冷氣,金錢,高雄市三民區****,0738*****,否,,,,,,,
15015,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,士達實業有限公司,54626277,0.00,98000.00,,,,租借冷氣,金錢,高雄市三民區****,0738*****,否,,,,,,,
15016,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,士達實業有限公司,54626277,0.00,42716.00,,,,租借冷氣,金錢,高雄市三民區****,0738*****,否,,,,,,,
15017,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,鬍鬚張股份有限公司台北華山分公司,54687415,0.00,2215.00,,,,餐費,金錢,臺北市中正區****,,否,,,,,,,
15018,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,富利餐飲股份有限公司高雄崇德分公司,54916085,0.00,2927.00,,,,餐飲費用,金錢,,,否,,,,,,,
15019,賴清德,113年總統、副總統選舉,首次申報,1130101,集會支出,泰驊遊覽車有限公司,55662025,0.00,10000.00,,,,車資,金錢,,,否,,,,,,,
15020,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,裕農農具工業社,61442936,0.00,400.00,,,,修繕費用,金錢,,,否,,,,,,,
15021,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處草屯新豐加油站,61764598,0.00,300.00,,,,油資,金錢,,,否,,,,,,,
15022,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,台灣中油股份有限公司油品行銷事業部台中營業處草屯新豐加油站,61764598,0.00,800.00,,,,油資,金錢,,,否,,,,,,,
15023,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,台灣中油股份有限公司油品行銷事業部嘉義營業處土庫加油站,64127623,0.00,200.00,,,,油資,金錢,,,否,,,,,,,
15024,賴清德,113年總統、副總統選舉,首次申報,1130101,宣傳支出,泰和廣告有限公司,65188301,0.00,26250.00,,,,帆布印刷,金錢,新北市樹林區****,,否,,,,,,,
15025,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,品臻港式燒臘快餐店,67758828,0.00,1730.00,,,,餐飲費用,金錢,彰化縣彰化市****,,否,,,,,,,
15026,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,幸福時光廚房,75904839,0.00,2820.00,,,,餐費,金錢,臺北市中正區****,,否,,,,,,,
15027,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,全家便利商店股份有限公司-潭子大茂分公司,80355968,0.00,20.00,,,,其他費用,金錢,,,否,,,,,,,
15028,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,五沅商行,81166796,0.00,380.00,,,,餐飲費用,金錢,,,否,,,,,,,
15029,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,可愛馬賽自助餐,82188740,0.00,490.00,,,,餐飲費用,金錢,,,否,,,,,,,
15030,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,日日福有限公司,82776043,0.00,782.00,,,,其他費用,金錢,,,否,,,,,,,
15031,賴清德,113年總統、副總統選舉,首次申報,1130101,宣傳支出,藝術聚落股份有限公司,83135840,0.00,1000000.00,,,,宣傳廣告費用,金錢,台中市北屯區****,04-2*****,否,,,,,,,
15032,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,胖先生食品股份有限公司,83599448,0.00,7500.00,,,,餐飲費用,金錢,,,否,,,,,,,
15033,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,振宇五金股份有限公司-羅東站東分公司,85081025,0.00,115.00,,,,其他費用,金錢,,,否,,,,,,,
15034,賴清德,113年總統、副總統選舉,首次申報,1130101,交通旅運支出,歐特儀股份有限公司市民廣場地下停車場,85354545,0.00,60.00,,,,停車費,金錢,,,否,,,,,,,
15035,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,上石味餐飲店,87113305,0.00,4050.00,,,,餐飲費用,金錢,臺中市西屯區****,,否,,,,,,,
15036,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,上石味餐飲店,87113305,0.00,1620.00,,,,餐飲費用,金錢,臺中市西屯區****,,否,,,,,,,
15037,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,逸明茶行,87115578,0.00,1760.00,,,,餐飲費用,金錢,,,否,,,,,,,
15038,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,𡘙師傅企業股份有限公司仁德分公司,90060345,0.00,480.00,,,,餐飲費用,金錢,,,否,,,,,,,
15039,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,𡘙師傅企業股份有限公司仁德分公司,90060345,0.00,400.00,,,,餐飲費用,金錢,,,否,,,,,,,
15040,賴清德,113年總統、副總統選舉,首次申報,1130101,雜支支出,永進利食品行,98795904,0.00,1000.00,,,,餐飲費用,金錢,,,否,,,,,,,
15041,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,陳錄卿,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,,否,,,,,,,
15042,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,陳漢堯,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙美路****,,否,,,,,,,
15043,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,陳錄儀,N10*******,0.00,20000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,,否,,,,,,,
15044,賴清德,113年總統、副總統選舉,首次申報,1130101,租用競選辦事處支出,陳奕均,N12*******,0.00,30000.00,,,,租用競選辦事處費用,金錢,彰化市崙平南****,0930*****,否,,,,,,,
15045,賴清德,113年總統、副總統選舉,首次申報,1130101,人事費用支出,黃盛學,P12*******,0.00,2000.00,,,,前導車工資,金錢,雲林縣古坑鄉****,0980*****,否,,,,,,,
15046,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,計程車,,0.00,120.00,,,,車資,金錢,,02-2*****,否,,,,,,,
15047,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,計程車,,0.00,100.00,,,,車資,金錢,,02-2*****,否,,,,,,,
15048,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,計程車,,0.00,100.00,,,,車費,金錢,,02-2*****,否,,,,,,,
15049,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,計程車,,0.00,410.00,,,,車資,金錢,,02-2*****,否,,,,,,,
15050,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,計程車,,0.00,185.00,,,,車費,金錢,,02-2*****,否,,,,,,,
15051,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,台灣中油（股）油品行銷事業部台北營業處林森北路加油站,01490119,0.00,1073.00,,,,油錢,金錢,臺北市中正區****,02-2*****,否,,,,,,,
15052,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華郵政股份有限公司,03741302,0.00,455.00,,,,匯費,金錢,臺北市大安區****,,否,,,,,,,
15053,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,台北市政府環境保護局,03774605,0.00,648.00,,,,其他費用,金錢,,,否,,,,,,,
15054,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華郵政股份有限公司台北杭南郵局,04133235,0.00,644.00,,,,郵資,金錢,,,否,,,,,,,
15055,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,84000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15056,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,84000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15057,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,84000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15058,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,84000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15059,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,84000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15060,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,年代網際事業股份有限公司,05091991,0.00,80000.00,,,,廣告費,金錢,臺北市內湖區****,0287*****,否,,,,,,,
15061,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,民生傳統豆花,08752405,0.00,600.00,,,,餐飲費用,金錢,,,否,,,,,,,
15062,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,新北市政府交通局,10047779,0.00,10.00,,,,停車費,金錢,,,否,,,,,,,
15063,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,西北小吃店,14638059,0.00,1020.00,,,,餐飲費用,金錢,,,否,,,,,,,
15064,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,方愛企業有限公司,16259258,0.00,147000.00,,,,製作費,金錢,新北市板橋區****,02-2*****,否,,,,,,,
15065,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,耀東有限公司,16264977,0.00,840.00,,,,油資,金錢,,,否,,,,,,,
15066,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,健豪印刷事業股份有限公司,16332027,0.00,115521.00,,,,印刷品,金錢,臺中市西區大****,04-2*****,否,,,,,,,
15067,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,三第加油站股份有限公司,16336656,0.00,150.00,,,,油資,金錢,,,否,,,,,,,
15068,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,台灣高鐵,16446274,0.00,1400.00,,,,旅費,金錢,臺北市南港區****,,否,,,,,,,
15069,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,1400.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15070,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,1350.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15071,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,1350.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15072,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,930.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15073,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,930.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15074,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,700.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15075,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,675.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15076,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,臺灣高鐵,16446274,0.00,2440.00,,,,車資,金錢,臺北市南港區****,,否,,,,,,,
15077,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,全國加油站股份有限公司全國斗南交流道加油站,17460007,0.00,992.00,,,,油資,金錢,,,否,,,,,,,
15078,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,品御小吃部,17943980,0.00,2700.00,,,,餐飲費用,金錢,,,否,,,,,,,
15079,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,品御小吃部,17943980,0.00,700.00,,,,餐飲費用,金錢,,,否,,,,,,,
15080,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華電信股份有限公司,19562254,0.00,855.00,,,,帳單,金錢,臺北市中正區****,02-2*****,否,,,,,,,
15081,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華電信股份有限公司,19562254,0.00,57.00,,,,帳單,金錢,,,否,,,,,,,
15082,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華電信股份有限公司,19562254,0.00,1030.00,,,,帳單,金錢,,,否,,,,,,,
15083,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,皇家排骨店,19624364,0.00,2030.00,,,,餐飲費用,金錢,彰化縣彰化市****,,否,,,,,,,
15084,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,中華郵政股份有限公司左營菜公郵局,19896750,0.00,36.00,,,,郵資,金錢,,,否,,,,,,,
15085,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,臺灣電視事業股份有限公司,20685000,0.00,3500000.00,,,,廣告費用,金錢,臺北市松山區****,02-2*****,否,,,,,,,
15086,賴清德,113年總統、副總統選舉,首次申報,1130102,交通旅運支出,李斯特加油站實業有限公司,23000930,0.00,1000.00,,,,油資,金錢,,,否,,,,,,,
15087,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,駿湧有限公司,24821528,0.00,28560.00,,,,製作大圖旗幟,金錢,臺中市南屯區****,,否,,,,,,,
15088,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,蔡昇宮,25299695,0.00,1325.00,,,,餐飲費用,金錢,,,否,,,,,,,
15089,賴清德,113年總統、副總統選舉,首次申報,1130102,宣傳支出,吉昇百貨行,25401354,0.00,64000.00,,,,外套,金錢,彰化縣溪湖鎮****,0932*****,否,,,,,,,
15090,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,水巷泡沬紅茶冷飲店,25938779,0.00,1000.00,,,,餐飲費用,金錢,,,否,,,,,,,
15091,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,川鍋魯旦茶酒菜館,26244889,0.00,6000.00,,,,餐飲費用,金錢,,,否,,,,,,,
15092,賴清德,113年總統、副總統選舉,首次申報,1130102,雜支支出,聯邦商業銀行股份有限公司民權分公司,27251325,0.00,30.00,,,,匯費,金錢,,,否,,,,,,,
15093,賴清德,113年總統、副總統選舉,首次申報,1130102,集會支出,捷盛印刷有限公司,27828931,0.00,175350.00,,,,輸出,金錢,台北市中山區****,02-2*****,否,,,,,,,
